0,1,3,4
GPL5634,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL4007,"ID,SEQUENCE,orf 19 number,Contig number,Gene name,primary_CGDID/Entrez_GeneID,description,feature_type,yeast_ortholog,ORF,SPOT_ID",ORF,entrez
GPL5482,"ID,SEQUENCE,LOCUS_TAG,Gene_Name,Gene_Desc,ORF,SPOT_ID",ORF,entrez
GPL5341,"ID,Accession,Description,ORF,SEQUENCE",ORF,entrez
GPL5345,"ID,CLONEID,SPOT_ID,SPOT_ID_DESCRIPTION,ReporterID,OligoSet_genelist,OligoSet_geneSymbol,OligoSet_description,OligoSet_ensemblGene,OligoSet_ensemblTranscript,ARRAY_BLOCK,BLOCK_COLUMN,BLOCK_ROW,GB_ACC,PT_ACC",GB_ACC,genbank
GPL5478,"ID,Meta Row,Meta Column,Row,Column,Array ID,Internal ID,Accession,DFCI_ACC,GB_ACC,PT_ACC,SPOT_ID,Description,SEQUENCE",GB_ACC,genbank
GPL5518,"ID,CLONE_ID,GB_ACC,title,SPOT_ID",GB_ACC,genbank
GPL5519,"ID,CLONE_ID,GB_ACC,title",GB_ACC,genbank
GPL5521,"ID,Index,Identifier,Identifier Source,Description,Group,Sequence Type,ORF,plasmid,GI,evidence,date,SPOT_ID,GENOME_ACC,GB_RANGE",ORF,entrez
GPL5456,"ID,Feature_ID,mgB35 Chr:Start-Stop,mgB35 Cytoband,UniGene,Entrez GeneID,Gene,ORF,Description,SPOT_ID",Entrez GeneID,entrez
GPL5480,"ID,MetaColumn,MetaRow,Block,Column,Row,Reporter Identifier,Reporter Name,GB_ACC,Reporter BioSequence DatabaseEntry [ens_trscrpt_id],Reporter BioSequence DatabaseEntry [ensembl:30],Reporter BioSequence DatabaseEntry [mirna],Reporter BioSequence Type,Reporter BioSequence Polymer Type,SEQUENCE,Reporter Group [role],Reporter Control Type,Reporter Comment,SPOT_ID",GB_ACC,genbank
GPL5131,"ID,PROBE_ID,SEQ_ID,POSITION,SEQUENCE,RANGE_GB,RANGE_STRAND,RANGE_START,RANGE_END",,
GPL5437,"ID,ORF,GENE_SYMBOL,Gene Descriptions,GB_ACC,SPOT_ID",GENE_SYMBOL,symbol
GPL4028,"ID,Meta Row,Meta Column,Row,Column,Probe ID,SEQUENCE,GENOME_MATCH_NO,ORF_MATCH_NO,ORF,GENOME ACC,GENOME_ACC,SPOT_ID,Annotation",ORF,entrez
GPL5395,"ID,ORF,GeneID,GENE SYMBOL,DESCRIPTION",GENE SYMBOL,symbol
GPL5444,"ID,GB_ACC,SPOT ID,SPOT_ID,GENE_NAME,GENE_SYMBOL,CONTROL?",GENE_SYMBOL,symbol
GPL5445,"ID,GB_ACC,SPOT ID,SPOT_ID,GENE_NAME,GENE_SYMBOL,CONTROL?",GENE_SYMBOL,symbol
GPL5451,"ID,Meta Row,Meta Column,Row,Column,OLIGO_ID,SPOT_ID,GB_ACC,human_RefSeq,mouse_RefSeq,Description",GB_ACC,genbank
GPL4274,"ID,Block,Row,Column,GB_ACC,Name",GB_ACC,genbank
GPL5150,"ID,GENE,Name,Accession,present,GB_ACC,SPOT_ID,Type",GENE,entrez
GPL4865,"ID,GB_ACC,SYMBOL,TYPE,GENE_NAME,SEQUENCE,SPOT_ID",GB_ACC,genbank
GPL3953,"ID,Descriptions,ORF,SPOT_ID",ORF,entrez
GPL3954,"ID,Descriptions,ORF,SPOT_ID",ORF,entrez
GPL5438,"ID,SPOT ID,GB_ACC,SPOT_ID,Control,Block,Column,Row",GB_ACC,genbank
GPL5439,"ID,BLOCK,ROW,COLUMN,VENDOR_ID,NAME,GB_ACC,TIGR_ID,OLIGO_CATEGORY,PUTATIVE_ANNOTATION,OTHER_MAIZE_MATCH_100_100,MAIZE_TA_MATCH,MAIZE_B73_TA_MATCH,MAIZE_MATCH_95_100,MATCH_RICE_MODEL,EC,GO,CHROMOSOME,SPOT_ID",GB_ACC,genbank
GPL5440,"ID,BLOCK,ROW,COLUMN,VENDOR_ID,NAME,GB_ACC,TIGR_ID,OLIGO_CATEGORY,PUTATIVE_ANNOTATION,OTHER_MAIZE_MATCH_100_100,MAIZE_TA_MATCH,MAIZE_B73_TA_MATCH,MAIZE_MATCH_95_100,MATCH_RICE_MODEL,EC,GO,CHROMOSOME,SPOT_ID",GB_ACC,genbank
GPL4739,"ID,target_ID,SEQUENCE,Gene_Symbol,GenBankInfo,Expect",Gene_Symbol,symbol
GPL5090,"ID,SEQ_ID,CHROMOSOME,RANGE_START,RANGE_END,GENOME_ACC,GB_RANGE",,
GPL4925,"ID,AGILENT REF,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL5402,"ID,GenBank-Acc,GB_ACC,SPOT_ID,Symbol,Definition",GB_ACC,genbank
GPL5424,"ID,GB_ACC,GENE_SYMBOL,GENE_TITLE,X_COORDINATE,Y_COORDINATE,TYPE,SPOT_ID",GENE_SYMBOL,symbol
GPL5425,"ID,GB_ACC,GENE_SYMBOL,GENE_TITLE,X_COORDINATE,Y_COORDINATE,TYPE,SPOT_ID",GENE_SYMBOL,symbol
GPL5426,"ID,GB_ACC,GENE_SYMBOL,GENE_TITLE,X_COORDINATE,Y_COORDINATE,TYPE,SPOT_ID",GENE_SYMBOL,symbol
GPL5400,"ID,SEQUENCE,ORF",ORF,entrez
GPL4556,"ID,CLONE_ID,GB_ACC,SEQUENCE,ControlType,SPOT_ID",GB_ACC,genbank
GPL5383,"ID,Column,Row,Name,Description,SEQUENCE,Tm,SPOT_ID",,
GPL4867,"ID,stem-loop_acc,mature_acc,name,miltenyi_id,SPOT_ID",,
GPL5164,"ID,ROW,COL,SUBGRIDROW,SUBGRIDCOL,GB_ACC,Probe_Name,GENE_DESCRIPTION,REPORTER_USAGE,BIOSEQUENCE_TYPE,SPOT_ID,CHROMOSOME_NR,START,END",GB_ACC,genbank
GPL5378,"ID,Block,Column,Row,ORF,gene__symbol,description,SPOT_ID",ORF,entrez
GPL5391,"ID,Block,Row,Column,GB_ACC,spot,Name,SPOT_ID",GB_ACC,genbank
GPL4060,"ID,GB_ACC,SEQUENCE,SPOT_ID,Project ID,ARRAY_ROW,ARRAY_COLUMN,SPOT_ROW,SPOT_COLUMN",GB_ACC,genbank
GPL4769,"ID,GeneID,Locus,ORF,SPOT_ID",ORF,entrez
GPL5047,"ID,Name,Symbol,Aliases,ORF,SPOT_ID,LLID,SumFunc,GO",ORF,entrez
GPL5357,"ID,Block,Row,Column,Accession,ORF,CLONE_ID,GI,GB_LIST,SPOT_ID",ORF,entrez
GPL4866,"ID,Symbol,Band,Description,Start.Position,Chromosome.Name,ORF",ORF,entrez
GPL4029,"ID,ROW,COLUMN,SEQUENCE,SPOT ID,ORF,SPOT_ID,ANNOTATION",ORF,entrez
GPL4030,"ID,ROW,COLUMN,SEQUENCE,SPOT ID,ORF,SPOT_ID,ANNOTATION",ORF,entrez
GPL5366,"ID,GB_ACC,EntrezGene ID,Symbol,Gene Name,GO Molecular Function,GO Biological Process,GO Cellular Component,IPI ID,SPOT_ID",EntrezGene ID,entrez
GPL5371,"ID,Block,Column,Row,Oligo ID,GB_LIST,Name,Symbol,CLONE_ID,ORF,SPOT_ID",ORF,entrez
GPL5334,"ID,ORF,GENOME_ACC,GI,GeneID",ORF,entrez
GPL5356,"ID,GB_ACC,GENE_SYMBOL,ORGANISM,DESCRIPTION,SPOT_ID",GENE_SYMBOL,symbol
GPL5346,"ID,SEQUENCE,GC%,Internal Repeat Score,Self-Annealing Score,Primary Strain,Primary Target,Common Name of Primary Target,Gene Symbol,Strain Af293",Gene Symbol,symbol
GPL5348,"ID,SEQUENCE,GC%,Internal Repeat Score,Self-Annealing Score,Primary Strain,Primary Target,Common Name of Primary Target,Gene Symbol,Strain A2012,Strain Ames,ORF,SPOT_ID",Gene Symbol,symbol
GPL5349,"ID,SEQUENCE,GC%,Internal Repeat Score,Self-Annealing Score,Primary Strain,Primary Target,Common Name of Primary Target,Gene Symbol,Strain A2012,Strain Ames,ORF,SPOT_ID",Gene Symbol,symbol
GPL4623,"ID,Field,Meta_Row,Meta_Column,Row,Column,GB_ACC_List,GB_LIST,Other_Source_Sequence,ref,Design_Category,strand,SEQUENCE,spotinfo,SPOT_ID",,
GPL5060,"ID,GB_ACC",GB_ACC,genbank
GPL5074,"ID,Descriptions,ORF,SPOT_ID",ORF,entrez
GPL5092,"ID,Block,Row,Column,Name,ORF,SPOT_ID",ORF,entrez
GPL5101,"ID,FeatureNum,Row,Col,SEQUENCE,ControlType,ProbeName,ORF,GB_ACC,miRNA_ID,SPOT_ID,GeneName,Description,gSurrogateUsed",GB_ACC,genbank
GPL5214,"ID,ORF,ORF_NUMBER,SEQUENCE,SPOT_ID",ORF,entrez
GPL5159,"ID,Genome,GI,RANGE_GB,ORGANISM,RANGE_START,RANGE_END,ORF,SPOT_ID",ORF,entrez
GPL5234,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5235,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5236,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5237,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5238,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5239,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5240,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5241,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5242,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5243,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5244,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5245,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5246,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5247,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5248,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5249,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5250,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5251,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5252,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5253,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5254,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5255,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5256,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5257,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5258,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5259,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5260,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5261,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5262,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5263,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5264,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5265,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5266,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5267,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5268,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5269,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5270,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5271,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5272,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5273,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5274,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5275,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5276,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5277,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5278,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5279,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5280,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5281,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5282,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5283,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5284,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5285,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5286,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5287,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5288,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5289,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5290,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5291,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5292,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5293,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5294,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5295,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5296,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5297,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5298,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5299,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5300,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5301,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5302,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5303,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5304,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5305,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5306,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5307,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5308,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5309,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5310,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5311,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5312,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5313,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5314,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5315,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5316,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5317,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5318,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5319,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5320,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5321,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5322,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5323,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5324,"ID,CHIP_COORD,SEQUENCE,RANGE_GB,RANGE_START,RANGE_END,RANGE_STRAND",,
GPL5328,"ID,Row,Column,Meta Row,Meta Column,Sub Row,Sub Column,Oligo ID,SEQUENCE,GC%,Internal Repeat Score,Self-Annealing Score,Primary Strain,Primary Target,Common Name of Primary Target,Gene Symbol,Strain 86-028NP,Strain biotype aegyptius F3031,Strain pF3028,Strain pF3031,Strain Rd KW20,Strain R2846,Strain R2866,Strain HK1212,ORF,SPOT_ID",Gene Symbol,symbol
GPL5186,"ID,CLONEID,GB_LIST,SPOT_ID,SPOT_ID_DESCRIPTION,ReporterID,V3.0.3_transcript_id,V3.0.3_RefSeq,V3.0.3_GB_accession,V3.0.3_gene_symbol,V3.0.3_control_description,ARRAY_BLOCK,BLOCK_COLUMN,BLOCK_ROW",,
GPL5217,"ID,RANGE_GB,CHROMOSOME,RANGE_START,RANGE_END,RANGE_STRAND,SEQUENCE,CONTAINER,SEQ_ID,PROBE_ID",,
GPL5137,"ID,GB_ACC,Accession_All,MGI,Symbol,Description,SEQUENCE,SPOT_ID",GB_ACC,genbank
GPL5157,"ID,SEQUENCE,Organisms,SPOT_ID",,
GPL5158,"ID,SEQUENCE,Organisms,SPOT_ID",,
GPL4397,"ID,Probe_ID,CONTAINER,SEQ_ID,SEQUENCE,MATCH_INDEX,FEATURE_ID,ROW_NUM,COL_NUM,PROBE_CLASS,POSITION,DESIGN_ID,X,Y",,
GPL5175,"ID,GB_LIST,SPOT_ID,seqname,RANGE_GB,RANGE_STRAND,RANGE_START,RANGE_STOP,total_probes,gene_assignment,mrna_assignment,category",gene_assignment,gene_ass
GPL5188,"ID,GB_LIST,SPOT_ID,seqname,RANGE_GB,RANGE_STRAND,RANGE_START,RANGE_STOP,probe_count,transcript_cluster_id,exon_id,psr_id,gene_assignment,mrna_assignment,level,probeset_type",gene_assignment,gene_ass
GPL4729,"ID,GENE_NAME,ORF,SPOT_ID,BLOCK,COLUMN,ROW,SEQUENCE",ORF,entrez
GPL5163,"ID,GB_ACC,Description,SPOT_ID",GB_ACC,genbank
GPL5167,"ID,GB_ACC,Description,SPOT_ID",GB_ACC,genbank
GPL5170,"ID,ORF ID,Strain,Common Name,Row,Column,Meta Row,Meta Column,Sub Row,Sub Column,ORF,ORGANISM,SPOT_ID",ORF,entrez
GPL4877,"ID,SEQUENCE",,
GPL4700,"ID,Slide_block,Slide_column,Slide_row,OLIGO_ID,DESCRIPTION,MATURE_SANGER_REGISTRY_NAME,ORF,ORGANISM,SPOT_ID",ORF,entrez
GPL4229,"ID,Block,Row,Column,Name,miRNA_ID,SPOT_ID",,
GPL5146,"ID,METAROW,METACOLUMN,SUBROW,SUBCOLUMN,GENE_SYMBOL,ORF,SPOT_ID",GENE_SYMBOL,symbol
GPL5145,"ID,GB_ACC,ENTREZ_ID,UNIGENE_ID,DESCRIPTION",ENTREZ_ID,entrez
GPL4745,"ID,Row,Column,Meta Row,Meta Column,Sub Row,Sub Column,Oligo ID,SEQUENCE,GC%,Internal Repeat Score,Self-Annealing Score,Primary Strain,Primary Target,Common Name of Primary Target,Gene Symbol,Strain UA159,ORF,SPOT_ID,NAME",Gene Symbol,symbol
GPL5139,"ID,SEQID,NIMBLEGEN_PROMOTER_ID,GB ACC,CHROMOSOME,RANGE_STRAND,RANGE_START,RANGE_END,SEQUENCE,GENOME_ACC",,
GPL5148,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,CHROMOSOMAL_LOCATION,GB_RANGE",,
GPL5135,"ID,SEQUENCE,CloneID,oID,FlyBaseID,FlyBase_gene,ORF,CLONE_ID,SPOT_ID",ORF,entrez
GPL4481,"ID,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL3719,"ID,OLIGO_ID,Block,Column,Row,GI,SEQUENCE,Organism,SPOT_ID,PT_GI",,
GPL5095,"ID,Feature ID,Reporter ID,Reporter Name,Probe Name,Gene Name,ORF,SPOT_ID",ORF,entrez
GPL5128,"ID,seq_unique,ORGANISM,plasmid,build,feat_type,gene_name,secondary_name,accession,GI,function,chromosome,maploc,description,comments,date_entered,source_db,ORF",ORF,entrez
GPL3733,"ID,GENE_Symbol,GB_ACC,UNIGENE,COMPUGENE_ID,Gene,Function",GB_ACC,genbank
GPL5122,"ID,GENOME_ACC,GI_RANGE,ORF,SEQUENCE",ORF,entrez
GPL5113,"ID,METAROW,METACOLUMN,SUBROW,SUBCOLUMN,GENE_SYMBOL,ORF,SPOT_ID",GENE_SYMBOL,symbol
GPL5112,"ID,Block,Block Column,Block Row,Spot Column,Spot Row,Plate Number,384_plate_position,384_plate_number,fly_set384,Oligo_ID,symbol,SEQUENCE,Transcript symbol,CLONE ID,ORF,SPOT_ID,Flybase full name,Flybase synomyms,molecular function go number,cellular component go number,biological process go number,molecular function go definition,cellular component go definition,biological process go definition,SPOT ID",ORF,entrez
GPL4245,"ID,Column,Row,Name,RefNumber,GeneName,Description,GB_ACC,FeatureNum,SEQUENCE,ProbeUID,ControlType,SPOT_ID",GB_ACC,genbank
GPL4287,"ID,row,column,ORF,gene_name,SPOT_ID,plate_384,row_384,col_384,external_ID,external_ID_type,reporter_type,stranded,sequence,sequence_length,clone_provider,date_obtained,feature_dimensions,feature_attachment,control_type,control_qualifier,flag",ORF,entrez
GPL4303,"ID,row,col,ORF,gene_name,SPOT_ID,plate_384,row_384,col_384,external_ID,external_ID_type,reporter_type,stranded,clone_provider,date_obtained,feature_dimensions,feature_attachment,control_type,control_qualifier,flag",ORF,entrez
GPL4304,"ID,row,col,ORF,gene_name,SPOT_ID,plate_384,row_384,col_384,external_ID,external_ID_type,reporter_type,stranded,clone_provider,date_obtained,feature_size,feature_attachment,control_type,control_qualifier,flag",ORF,entrez
GPL4879,"ID,Gene ID,SEQUENCE,SPOT_ID",,
GPL5105,"ID,Probe Name,Human Mature Sanger Registry Name,Human Sanger Accession Number(s),Mouse Mature Sanger Registry Name,Mouse Sanger Accession Number(s),Rat Mature Sanger Registry Name,Rat Sanger Accession Number(s),SEQUENCE,SPOT_ID",,
GPL5106,"ID,Probe Name,Human Mature Name,Mouse Mature Name,Rat Mature Name,Human Mature Sanger Accession,Mouse Mature Sanger Accession,Rat Mature Sanger Accession,SEQUENCE,Product ID (V1),miRNA Source,SPOT_ID",,
GPL5107,"ID,SEQUENCE,Ensembl  gene_id,Ensembl  transcript_id,gene_symbol,description_Ensembl,chromosome,GB_LIST,description_RefSeq,GB_LIST,SPOT_ID",,
GPL5102,"ID,GB_ACC,Unigene,GeneID,Organism,Name,Description,Symbol,Chromosome,Protein_Acc,MapLocation,Synonyms,Summary_Func,SEQUENCE,SPOT_ID,Unigene_Build",GB_ACC,genbank
GPL5083,"ID,name,gene_name,start_pos,SEQUENCE,control_type,row,col,SPOT_ID,GI",,
GPL5084,"ID,name,gene_name,start_pos,SEQUENCE,control_type,row,col,SPOT_ID,GI",,
GPL3879,"ID,SPOT_ID,Probe Name,Human Sanger Accession Number(s),Mouse Sanger Accession Number(s),Rat Sanger Accession Number(s),SEQUENCE",,
GPL4790,"ID,Meta_Row,Meta_Column,Row,Column,OPERON_ID,UniGene,SEQUENCE,SPOT_ID",,
GPL5082,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL4406,"ID,Row,Col,SEQUENCE,ControlType,ProbeName,ORF,SPOT_ID",ORF,entrez
GPL5049,"ID,Block,Block Column,Block Row,Spot Column,Spot Row,Plate Number,384_plate_position,384_plate_number,Oligo_ID,GB_accession,UniGene_ID,Gene_Symbol,Description 1,SEQUENCE,RegSeq,Description 2,GB_LIST,CLONE_ID,SPOT_ID",Gene_Symbol,symbol
GPL5052,"ID,Block,Row,Column,SPOT_ID,SEQUENCE,ORF",ORF,entrez
GPL5017,"ID,Gene name,PT_GI,SPOT_ID",,
GPL5032,"ID,Unique_ID,GB_ACC,Gene_Symbol,Gene_Name,Unigene_ID,SEQUENCE,SPOT_ID",GB_ACC,genbank
